year,country,region,income,population,lifeExpectancy
1912,Serbia,Europe & Central Asia,,,
1912,Slovak Republic,Europe & Central Asia,,,
1912,Slovenia,Europe & Central Asia,,,
1912,Spain,Europe & Central Asia,2980.16,20128000,43.53
1912,Sweden,Europe & Central Asia,3838,5583000,57.79
1912,Switzerland,Europe & Central Asia,6690.97,3819000,54.42
1912,Tajikistan,Europe & Central Asia,,,
1912,Turkey,Europe & Central Asia,1678.18,,
1912,Turkmenistan,Europe & Central Asia,,,
1912,Ukraine,Europe & Central Asia,,,
1912,United Kingdom,Europe & Central Asia,6701.7,42318019,54.55
1912,Uzbekistan,Europe & Central Asia,,,
1912,Australia,East Asia & Pacific,6900.48,4661000,
1912,Brunei,East Asia & Pacific,,,
1912,Cambodia,East Asia & Pacific,,,
1912,China,East Asia & Pacific,811.66,432375000,
1912,Fiji,East Asia & Pacific,,,
1912,French Polynesia,East Asia & Pacific,,,
1912,"Hong Kong, China",East Asia & Pacific,,,
1912,Indonesia,East Asia & Pacific,700.78,49358000,
1912,Japan,East Asia & Pacific,1991.34,50941000,
1912,"Korea, Dem. Rep.",East Asia & Pacific,847,,
1912,"Korea, Rep.",East Asia & Pacific,723,10422000,
1912,"Macao, China",East Asia & Pacific,,,
1912,Malaysia,East Asia & Pacific,1022.69,3025000,
1912,"Micronesia, Fed. Sts.",East Asia & Pacific,,,
1912,Mongolia,East Asia & Pacific,,,
1912,Myanmar,East Asia & Pacific,729.23,12220000,
1912,New Caledonia,East Asia & Pacific,,,
1912,New Zealand,East Asia & Pacific,7053.59,1092000,
1912,Papua New Guinea,East Asia & Pacific,,,
1912,Philippines,East Asia & Pacific,978.25,9206000,
1912,Samoa,East Asia & Pacific,,,
1912,Singapore,East Asia & Pacific,2070.75,,
1912,Solomon Islands,East Asia & Pacific,,,
1912,Taiwan,East Asia & Pacific,1144,3402000,34
1912,Thailand,East Asia & Pacific,,8559000,
1912,Timor-Leste,East Asia & Pacific,,,
1912,Tokelau,East Asia & Pacific,,,
1912,Tonga,East Asia & Pacific,,,
1912,Vietnam,East Asia & Pacific,,,
1912,Vanuatu,East Asia & Pacific,,,
1913,Angola,Sub-Saharan Africa,556.12,,
1913,Benin,Sub-Saharan Africa,855.53,,
1913,Botswana,Sub-Saharan Africa,629.4,,
1913,Burkina Faso,Sub-Saharan Africa,497.44,,
1913,Burundi,Sub-Saharan Africa,353.82,,
1913,Cameroon,Sub-Saharan Africa,799.51,,
1913,Cape Verde,Sub-Saharan Africa,498.17,,
1913,Chad,Sub-Saharan Africa,619.09,,
1913,Comoros,Sub-Saharan Africa,973.4,,
1913,"Congo, Dem. Rep.",Sub-Saharan Africa,608.8,,
1913,"Congo, Rep.",Sub-Saharan Africa,598.52,,
1913,Cote d'Ivoire,Sub-Saharan Africa,848.53,,
1913,Equatorial Guinea,Sub-Saharan Africa,361.54,,
1913,Eritrea,Sub-Saharan Africa,381.13,,
1913,Ethiopia,Sub-Saharan Africa,415.14,,
1913,Gabon,Sub-Saharan Africa,583.32,,
1913,Ghana,Sub-Saharan Africa,780.48,2043000,
1913,Guinea,Sub-Saharan Africa,448.43,,
1913,Guinea-Bissau,Sub-Saharan Africa,366.87,,
1913,Kenya,Sub-Saharan Africa,792.51,,
1913,Lesotho,Sub-Saharan Africa,303.98,,
1913,Liberia,Sub-Saharan Africa,550.92,,
1913,Madagascar,Sub-Saharan Africa,670.78,,
1913,Malawi,Sub-Saharan Africa,354.6,,
1913,Mali,Sub-Saharan Africa,434.93,,
1913,Mauritania,Sub-Saharan Africa,578.45,,
1913,Mauritius,Sub-Saharan Africa,1235.45,,
1913,Mayotte,Sub-Saharan Africa,,,
1913,Mozambique,Sub-Saharan Africa,422.15,,
1913,Namibia,Sub-Saharan Africa,1382.86,,
1913,Niger,Sub-Saharan Africa,573.63,,
1913,Nigeria,Sub-Saharan Africa,890.54,,
1913,Reunion,Sub-Saharan Africa,1069.7,,
1913,Rwanda,Sub-Saharan Africa,438.93,,
1913,Sao Tome and Principe,Sub-Saharan Africa,818.38,,
1913,Senegal,Sub-Saharan Africa,650.06,,
1913,Sierra Leone,Sub-Saharan Africa,785.51,,
1913,Somalia,Sub-Saharan Africa,770.73,,
1913,South Africa,Sub-Saharan Africa,2693.95,6153000,
1913,Sudan,Sub-Saharan Africa,748.95,,
1913,Swaziland,Sub-Saharan Africa,639.72,,
1913,Tanzania,Sub-Saharan Africa,595.68,,
1913,Togo,Sub-Saharan Africa,827.52,,
1913,Uganda,Sub-Saharan Africa,712.4,,
1913,Zambia,Sub-Saharan Africa,563.12,,
1913,Zimbabwe,Sub-Saharan Africa,387.64,,
1913,Afghanistan,South Asia,638.38,5730000,
1913,Bangladesh,South Asia,764,31786000,
1913,Bhutan,South Asia,,,
1913,India,South Asia,666,251906000,
1913,Maldives,South Asia,,,
1913,Nepal,South Asia,568.94,5639000,
1913,Pakistan,South Asia,835,20008000,
1913,Sri Lanka,South Asia,1018.14,4811000,
1913,Algeria,Middle East & North Africa,2070.76,5497000,
1913,Bahrain,Middle East & North Africa,1394.65,81882,
1913,Djibouti,Middle East & North Africa,588.26,,
1913,Iraq,Middle East & North Africa,1995.22,2613000,
1913,Israel,Middle East & North Africa,1521.43,439694,
1913,Jordan,Middle East & North Africa,896.29,348000,
1913,Kuwait,Middle East & North Africa,1141.07,103226,
1913,Lebanon,Middle East & North Africa,2612.58,649000,
1913,Libya,Middle East & North Africa,,,
1913,Morocco,Middle East & North Africa,821.37,5111000,
1913,Oman,Middle East & North Africa,1521.43,444000,
1913,Qatar,Middle East & North Africa,1014.29,17897,
1913,Saudi Arabia,Middle East & North Africa,760.72,2676000,
1913,Tunisia,Middle East & North Africa,1062.88,1870000,
1913,United Arab Emirates,Middle East & North Africa,1458.04,50995,
1913,West Bank and Gaza,Middle East & North Africa,1267.86,347528,
1913,"Yemen, Rep.",Middle East & North Africa,,3284000,
1913,Argentina,America,4777.66,7653000,
1913,Aruba,America,1062.48,,
1913,Barbados,America,1877.92,,
1913,Belize,America,1001.8,,
1913,Bolivia,America,,1881000,
1913,Brazil,America,778.23,23660000,
1913,Canada,America,6453.07,7852000,
1913,Chile,America,3024.38,3430640,
1913,Colombia,America,813.77,5195000,
1913,Costa Rica,America,,372000,
1913,Cuba,America,,2431000,
1913,Ecuador,America,,1689000,
1913,El Salvador,America,,1008000,
1913,French Guiana,America,1511.59,,
1913,Grenada,America,,,
1913,Guadeloupe,America,1404.04,,
1913,Guatemala,America,,1486000,
1913,Guyana,America,1680.26,,
1913,Haiti,America,,1891000,
1913,Honduras,America,,660000,
1913,Jamaica,America,1171.9,837000,37.5
1913,Martinique,America,1741.82,,
1913,Mexico,America,1880.29,14970000,
1913,Netherlands Antilles,America,1288.03,,
1913,Nicaragua,America,,578000,
1913,Panama,America,,348000,
1913,Paraguay,America,,594000,
1913,Peru,America,1559.94,4295000,
1913,Puerto Rico,America,1265.58,1181000,
1913,Suriname,America,1852.67,,
1913,Trinidad and Tobago,America,1264.12,352000,
1913,United States,America,8448.56,97606000,53.5
1913,Uruguay,America,3817.78,1177000,
1913,Albania,Europe & Central Asia,1240.6,898000,
1913,Armenia,Europe & Central Asia,1144.01,,
1913,Austria,Europe & Central Asia,5360.93,6767000,
1913,Azerbaijan,Europe & Central Asia,1456.54,,
1913,Belarus,Europe & Central Asia,1632.01,,
1913,Belgium,Europe & Central Asia,5045.58,7666000,52.51
1913,Bosnia and Herzegovina,Europe & Central Asia,710.43,,
1913,Bulgaria,Europe & Central Asia,1980.34,4720000,
1913,Croatia,Europe & Central Asia,2276.25,,
1913,Cyprus,Europe & Central Asia,1752.95,,
1913,Denmark,Europe & Central Asia,4826.63,2983000,58.93
1913,Estonia,Europe & Central Asia,2062.96,,
1913,Finland,Europe & Central Asia,2900.86,3027000,49.05
1913,France,Europe & Central Asia,5216.06,41463000,51.35
1913,Georgia,Europe & Central Asia,1300.06,,
1913,Germany,Europe & Central Asia,5724.59,65058000,
1913,Greece,Europe & Central Asia,2395,5425000,
1913,Hungary,Europe & Central Asia,3998.03,7840000,
1913,Iceland,Europe & Central Asia,2908.62,,58.95
1913,Ireland,Europe & Central Asia,3913.81,3092327,
1913,Italy,Europe & Central Asia,2871.09,37248000,48.46
1913,Kazakhstan,Europe & Central Asia,1331.55,,
1913,Latvia,Europe & Central Asia,1969.19,,
1913,Lithuania,Europe & Central Asia,2250.5,,
1913,Luxembourg,Europe & Central Asia,3505.89,,50.24
1913,"Macedonia, FYR",Europe & Central Asia,1390.85,,
1913,Malta,Europe & Central Asia,,,
1913,Moldova,Europe & Central Asia,1404.57,,
1913,Montenegro,Europe & Central Asia,1932.07,,
1913,Netherlands,Europe & Central Asia,4422.05,6164000,57.37
1913,Norway,Europe & Central Asia,3566,2447000,58.32
1913,Poland,Europe & Central Asia,2779.24,26710000,
1913,Portugal,Europe & Central Asia,1774.99,5972000,
1913,Romania,Europe & Central Asia,4106.97,12527000,
1913,Serbia,Europe & Central Asia,2613.56,,
1913,Slovak Republic,Europe & Central Asia,2955.87,,
1913,Slovenia,Europe & Central Asia,3075.92,,
1913,Spain,Europe & Central Asia,3080.48,20263000,42.56
1913,Sweden,Europe & Central Asia,3994,5621000,58.68
1913,Switzerland,Europe & Central Asia,6526.72,3864000,54.21
1913,Tajikistan,Europe & Central Asia,975.22,,
1913,Turkey,Europe & Central Asia,1700,15000000,
1913,Turkmenistan,Europe & Central Asia,1168.39,,
1913,Ukraine,Europe & Central Asia,1837.91,,
1913,United Kingdom,Europe & Central Asia,6925.2,42556673,53.83
1913,Uzbekistan,Europe & Central Asia,788.48,,
1913,Australia,East Asia & Pacific,6979.44,4821000,
1913,Brunei,East Asia & Pacific,1367.71,,
1913,Cambodia,East Asia & Pacific,,3070000,
1913,China,East Asia & Pacific,812.45,437140000,
1913,Fiji,East Asia & Pacific,638.26,,
1913,French Polynesia,East Asia & Pacific,1094.17,,
1913,"Hong Kong, China",East Asia & Pacific,1643.6,487000,
1913,Indonesia,East Asia & Pacific,723.93,49934000,
1913,Japan,East Asia & Pacific,1991.28,51672000,
1913,"Korea, Dem. Rep.",East Asia & Pacific,870,4897000,24.98
1913,"Korea, Rep.",East Asia & Pacific,743,10589000,24.98
1913,"Macao, China",East Asia & Pacific,820.62,,
1913,Malaysia,East Asia & Pacific,1120.15,3084000,
1913,"Micronesia, Fed. Sts.",East Asia & Pacific,747.68,,
1913,Mongolia,East Asia & Pacific,,725000,
1913,Myanmar,East Asia & Pacific,773.61,12326000,
1913,New Caledonia,East Asia & Pacific,1276.53,,
1913,New Zealand,East Asia & Pacific,6976.62,1122000,
1913,Papua New Guinea,East Asia & Pacific,775.03,,
1913,Philippines,East Asia & Pacific,1060.58,9384000,
1913,Samoa,East Asia & Pacific,1768.9,,
1913,Singapore,East Asia & Pacific,1791.8,323000,
1913,Solomon Islands,East Asia & Pacific,530.57,,
1913,Taiwan,East Asia & Pacific,1177,3469000,33.3
1913,Thailand,East Asia & Pacific,732.93,8689000,
1913,Timor-Leste,East Asia & Pacific,723.93,,
1913,Tokelau,East Asia & Pacific,,,
1913,Tonga,East Asia & Pacific,902.69,,
1913,Vietnam,East Asia & Pacific,634.17,19339000,
1913,Vanuatu,East Asia & Pacific,1121.52,,
1914,Angola,Sub-Saharan Africa,,,
1914,Benin,Sub-Saharan Africa,,,
1914,Botswana,Sub-Saharan Africa,,,
1914,Burkina Faso,Sub-Saharan Africa,,,
1914,Burundi,Sub-Saharan Africa,,,
1914,Cameroon,Sub-Saharan Africa,,,
1914,Cape Verde,Sub-Saharan Africa,500.22,,
1914,Chad,Sub-Saharan Africa,,,
1914,Comoros,Sub-Saharan Africa,,,
1914,"Congo, Dem. Rep.",Sub-Saharan Africa,,,
1914,"Congo, Rep.",Sub-Saharan Africa,,,
1914,Cote d'Ivoire,Sub-Saharan Africa,,,
1914,Equatorial Guinea,Sub-Saharan Africa,,,
1914,Eritrea,Sub-Saharan Africa,,,
1914,Ethiopia,Sub-Saharan Africa,,,
1914,Gabon,Sub-Saharan Africa,,,
1914,Ghana,Sub-Saharan Africa,,,
1914,Guinea,Sub-Saharan Africa,,,
1914,Guinea-Bissau,Sub-Saharan Africa,,,
1914,Kenya,Sub-Saharan Africa,,,
1914,Lesotho,Sub-Saharan Africa,,,
1914,Liberia,Sub-Saharan Africa,,,
1914,Madagascar,Sub-Saharan Africa,,,
1914,Malawi,Sub-Saharan Africa,,,
1914,Mali,Sub-Saharan Africa,,,
1914,Mauritania,Sub-Saharan Africa,,,
1914,Mauritius,Sub-Saharan Africa,,,
1914,Mayotte,Sub-Saharan Africa,,,
1914,Mozambique,Sub-Saharan Africa,,,
1914,Namibia,Sub-Saharan Africa,,,
1914,Niger,Sub-Saharan Africa,,,
1914,Nigeria,Sub-Saharan Africa,,,
1914,Reunion,Sub-Saharan Africa,,,
1914,Rwanda,Sub-Saharan Africa,,,
1914,Sao Tome and Principe,Sub-Saharan Africa,,,
1914,Senegal,Sub-Saharan Africa,,,
1914,Sierra Leone,Sub-Saharan Africa,,,
1914,Somalia,Sub-Saharan Africa,,,
1914,South Africa,Sub-Saharan Africa,2543.25,,
1914,Sudan,Sub-Saharan Africa,,,
1914,Swaziland,Sub-Saharan Africa,,,
1914,Tanzania,Sub-Saharan Africa,,,
1914,Togo,Sub-Saharan Africa,,,
1914,Uganda,Sub-Saharan Africa,,,
1914,Zambia,Sub-Saharan Africa,,,
1914,Zimbabwe,Sub-Saharan Africa,,,
1914,Afghanistan,South Asia,,,
1914,Bangladesh,South Asia,805,,
1914,Bhutan,South Asia,,,
1914,India,South Asia,700,,
1914,Maldives,South Asia,,,
1914,Nepal,South Asia,,,
1914,Pakistan,South Asia,880,,
1914,Sri Lanka,South Asia,997.97,4838000,
1914,Algeria,Middle East & North Africa,,,
1914,Bahrain,Middle East & North Africa,,,
1914,Djibouti,Middle East & North Africa,,,
1914,Iraq,Middle East & North Africa,2023.23,,
1914,Israel,Middle East & North Africa,,445931,
1914,Jordan,Middle East & North Africa,,,
1914,Kuwait,Middle East & North Africa,,,
1914,Lebanon,Middle East & North Africa,,,
1914,Libya,Middle East & North Africa,,,
1914,Morocco,Middle East & North Africa,,,
1914,Oman,Middle East & North Africa,,,
1914,Qatar,Middle East & North Africa,,,
1914,Saudi Arabia,Middle East & North Africa,,,
1914,Tunisia,Middle East & North Africa,,,
1914,United Arab Emirates,Middle East & North Africa,,,
1914,West Bank and Gaza,Middle East & North Africa,,352458,
1914,"Yemen, Rep.",Middle East & North Africa,,,
1914,Argentina,America,4091.98,7885000,
1914,Aruba,America,,,
1914,Barbados,America,,,
1914,Belize,America,,,
1914,Bolivia,America,,1915000,
1914,Brazil,America,750.11,24161000,
1914,Canada,America,5841.42,8093000,
1914,Chile,America,2526.96,3469662,
1914,Colombia,America,823.55,5330000,
1914,Costa Rica,America,,390000,
1914,Cuba,America,,2507000,
1914,Ecuador,America,,1703000,
1914,El Salvador,America,,1030000,
1914,French Guiana,America,,,
1914,Grenada,America,,,
1914,Guadeloupe,America,,,
1914,Guatemala,America,,1501000,
1914,Guyana,America,,,
1914,Haiti,America,,1923000,
1914,Honduras,America,,668000,
1914,Jamaica,America,,840000,38.2
1914,Martinique,America,,,
1914,Mexico,America,1883.54,14960000,
1914,Netherlands Antilles,America,,,
1914,Nicaragua,America,,580000,
1914,Panama,America,,365000,
1914,Paraguay,America,,608000,
1914,Peru,America,1530.83,4350000,
1914,Puerto Rico,America,,1199000,
1914,Suriname,America,,,
1914,Trinidad and Tobago,America,,357000,
1914,United States,America,7615.96,99505000,54.6
1914,Uruguay,America,3061.19,1223000,
1914,Albania,Europe & Central Asia,,,
1914,Armenia,Europe & Central Asia,,,
1914,Austria,Europe & Central Asia,4448.44,6806000,
1914,Azerbaijan,Europe & Central Asia,,,
1914,Belarus,Europe & Central Asia,,,
1914,Belgium,Europe & Central Asia,3696.15,7723000,
1914,Bosnia and Herzegovina,Europe & Central Asia,,,
1914,Bulgaria,Europe & Central Asia,,,
1914,Croatia,Europe & Central Asia,,,
1914,Cyprus,Europe & Central Asia,,,
1914,Denmark,Europe & Central Asia,5077.93,3018000,58.53
1914,Estonia,Europe & Central Asia,,,
1914,Finland,Europe & Central Asia,2749.61,3053000,49.73
1914,France,Europe & Central Asia,4366.68,41476000,37.85
1914,Georgia,Europe & Central Asia,,,
1914,Germany,Europe & Central Asia,4800.75,66096000,
1914,Greece,Europe & Central Asia,2455.06,5463000,
1914,Hungary,Europe & Central Asia,,,
1914,Iceland,Europe & Central Asia,2843.71,,51.92
1914,Ireland,Europe & Central Asia,3876.19,3083789,
1914,Italy,Europe & Central Asia,3133.99,37526000,49.89
1914,Kazakhstan,Europe & Central Asia,,,
1914,Latvia,Europe & Central Asia,,,
1914,Lithuania,Europe & Central Asia,,,
1914,Luxembourg,Europe & Central Asia,,,50.07
1914,"Macedonia, FYR",Europe & Central Asia,,,
1914,Malta,Europe & Central Asia,,,
1914,Moldova,Europe & Central Asia,,,
1914,Montenegro,Europe & Central Asia,,,
1914,Netherlands,Europe & Central Asia,4314.78,6277000,57.2
1914,Norway,Europe & Central Asia,3610,2472000,57.82
1914,Poland,Europe & Central Asia,2813.64,,
1914,Portugal,Europe & Central Asia,1785.2,5980000,
1914,Romania,Europe & Central Asia,,,
1914,Serbia,Europe & Central Asia,,,
1914,Slovak Republic,Europe & Central Asia,,,
1914,Slovenia,Europe & Central Asia,,,
1914,Spain,Europe & Central Asia,3017.63,20398000,42.84
1914,Sweden,Europe & Central Asia,4097,5659000,58.26
1914,Switzerland,Europe & Central Asia,6476.75,3897000,55.13
1914,Tajikistan,Europe & Central Asia,,,
1914,Turkey,Europe & Central Asia,1606.12,,
1914,Turkmenistan,Europe & Central Asia,,,
1914,Ukraine,Europe & Central Asia,,,
1914,United Kingdom,Europe & Central Asia,6933.69,42965211,51.99
1914,Uzbekistan,Europe & Central Asia,,,
1914,Australia,East Asia & Pacific,6803.41,4933000,
1914,Brunei,East Asia & Pacific,,,
1914,Cambodia,East Asia & Pacific,,,
1914,China,East Asia & Pacific,823.4,441958000,
1914,Fiji,East Asia & Pacific,,,
1914,French Polynesia,East Asia & Pacific,,,
1914,"Hong Kong, China",East Asia & Pacific,,507000,
1914,Indonesia,East Asia & Pacific,715.9,50517000,
1914,Japan,East Asia & Pacific,1901.22,52396000,
1914,"Korea, Dem. Rep.",East Asia & Pacific,900,,
1914,"Korea, Rep.",East Asia & Pacific,768,10764000,
1914,"Macao, China",East Asia & Pacific,,,
1914,Malaysia,East Asia & Pacific,1145.08,3144000,
1914,"Micronesia, Fed. Sts.",East Asia & Pacific,,,
1914,Mongolia,East Asia & Pacific,,,
1914,Myanmar,East Asia & Pacific,822.21,12433000,
1914,New Caledonia,East Asia & Pacific,,,
1914,New Zealand,East Asia & Pacific,7026.5,1143000,
1914,Papua New Guinea,East Asia & Pacific,,,
1914,Philippines,East Asia & Pacific,1021.54,9565000,
1914,Samoa,East Asia & Pacific,,,
1914,Singapore,East Asia & Pacific,2141.85,331000,
1914,Solomon Islands,East Asia & Pacific,,,
1914,Taiwan,East Asia & Pacific,1161,3528000,31.9
1914,Thailand,East Asia & Pacific,,8822000,
1914,Timor-Leste,East Asia & Pacific,,,
1914,Tokelau,East Asia & Pacific,,,
1914,Tonga,East Asia & Pacific,,,
1914,Vietnam,East Asia & Pacific,,,
1914,Vanuatu,East Asia & Pacific,,,
1915,Angola,Sub-Saharan Africa,,,
1915,Benin,Sub-Saharan Africa,,,
1915,Botswana,Sub-Saharan Africa,,,
1915,Burkina Faso,Sub-Saharan Africa,,,
1915,Burundi,Sub-Saharan Africa,,,
1915,Cameroon,Sub-Saharan Africa,,,
1915,Cape Verde,Sub-Saharan Africa,502.28,,
1915,Chad,Sub-Saharan Africa,,,
1915,Comoros,Sub-Saharan Africa,,,
1915,"Congo, Dem. Rep.",Sub-Saharan Africa,,,
1915,"Congo, Rep.",Sub-Saharan Africa,,,
1915,Cote d'Ivoire,Sub-Saharan Africa,,,
1915,Equatorial Guinea,Sub-Saharan Africa,,,
1915,Eritrea,Sub-Saharan Africa,,,
1915,Ethiopia,Sub-Saharan Africa,,,
1915,Gabon,Sub-Saharan Africa,,,
1915,Ghana,Sub-Saharan Africa,,,
1915,Guinea,Sub-Saharan Africa,,,
1915,Guinea-Bissau,Sub-Saharan Africa,,,
1915,Kenya,Sub-Saharan Africa,,,
1915,Lesotho,Sub-Saharan Africa,,,
1915,Liberia,Sub-Saharan Africa,,,
1915,Madagascar,Sub-Saharan Africa,,,
1915,Malawi,Sub-Saharan Africa,,,
1915,Mali,Sub-Saharan Africa,,,
1915,Mauritania,Sub-Saharan Africa,,,
1915,Mauritius,Sub-Saharan Africa,,,
1915,Mayotte,Sub-Saharan Africa,,,
1915,Mozambique,Sub-Saharan Africa,,,
1915,Namibia,Sub-Saharan Africa,,,
1915,Niger,Sub-Saharan Africa,,,
1915,Nigeria,Sub-Saharan Africa,,,
1915,Reunion,Sub-Saharan Africa,,,
1915,Rwanda,Sub-Saharan Africa,,,
1915,Sao Tome and Principe,Sub-Saharan Africa,,,
1915,Senegal,Sub-Saharan Africa,,,
1915,Sierra Leone,Sub-Saharan Africa,,,
1915,Somalia,Sub-Saharan Africa,,,
1915,South Africa,Sub-Saharan Africa,2345.4,,
1915,Sudan,Sub-Saharan Africa,,,
1915,Swaziland,Sub-Saharan Africa,,,
1915,Tanzania,Sub-Saharan Africa,,,
1915,Togo,Sub-Saharan Africa,,,
1915,Uganda,Sub-Saharan Africa,,,
1915,Zambia,Sub-Saharan Africa,,,
1915,Zimbabwe,Sub-Saharan Africa,,,
1915,Afghanistan,South Asia,,,
1915,Bangladesh,South Asia,785,,
1915,Bhutan,South Asia,,,
1915,India,South Asia,682,,24.02
1915,Maldives,South Asia,,,
1915,Nepal,South Asia,,,
1915,Pakistan,South Asia,858,,
1915,Sri Lanka,South Asia,937.41,4905000,
1915,Algeria,Middle East & North Africa,,,
1915,Bahrain,Middle East & North Africa,,,
1915,Djibouti,Middle East & North Africa,,,
1915,Iraq,Middle East & North Africa,2051.63,,
1915,Israel,Middle East & North Africa,,,
1915,Jordan,Middle East & North Africa,,,
1915,Kuwait,Middle East & North Africa,,,
1915,Lebanon,Middle East & North Africa,,,
1915,Libya,Middle East & North Africa,,,
1915,Morocco,Middle East & North Africa,,,
1915,Oman,Middle East & North Africa,,,
1915,Qatar,Middle East & North Africa,,,
1915,Saudi Arabia,Middle East & North Africa,,,
1915,Tunisia,Middle East & North Africa,,,
1915,United Arab Emirates,Middle East & North Africa,,,
1915,West Bank and Gaza,Middle East & North Africa,,,
1915,"Yemen, Rep.",Middle East & North Africa,,,
1915,Argentina,America,3949.97,8072000,46.2
1915,Aruba,America,,,
1915,Barbados,America,,,
1915,Belize,America,,,
1915,Bolivia,America,,1951000,
1915,Brazil,America,738.09,24674000,
1915,Canada,America,6142.69,8191000,
1915,Chile,America,2417.9,3509420,
1915,Colombia,America,840.3,5468000,
1915,Costa Rica,America,,390000,
1915,Cuba,America,,2585000,36.29
1915,Ecuador,America,,1717000,
1915,El Salvador,America,,1052000,
1915,French Guiana,America,,,
1915,Grenada,America,,,
1915,Guadeloupe,America,,,
1915,Guatemala,America,,1517000,
1915,Guyana,America,,,
1915,Haiti,America,,1955000,
1915,Honduras,America,,677000,
1915,Jamaica,America,,842000,37
1915,Martinique,America,,,
1915,Mexico,America,1856.03,14950000,
1915,Netherlands Antilles,America,,,
1915,Nicaragua,America,,595000,
1915,Panama,America,,383000,32.9
1915,Paraguay,America,,622000,
1915,Peru,America,1642.07,4405000,
1915,Puerto Rico,America,,1217000,
1915,Suriname,America,,,
1915,Trinidad and Tobago,America,,362000,
1915,United States,America,7758.77,100941000,55.1
1915,Uruguay,America,2849.17,1246000,
1915,Albania,Europe & Central Asia,,,
1915,Armenia,Europe & Central Asia,,,
1915,Austria,Europe & Central Asia,4104.04,6843000,
1915,Azerbaijan,Europe & Central Asia,,,
1915,Belarus,Europe & Central Asia,,,
1915,Belgium,Europe & Central Asia,3027.96,7759000,
1915,Bosnia and Herzegovina,Europe & Central Asia,,,
1915,Bulgaria,Europe & Central Asia,,,
1915,Croatia,Europe & Central Asia,,,
1915,Cyprus,Europe & Central Asia,,,47.46
1915,Denmark,Europe & Central Asia,4673.39,3055000,58.46
1915,Estonia,Europe & Central Asia,,,
1915,Finland,Europe & Central Asia,2586.14,3083000,49.54
1915,France,Europe & Central Asia,3838.35,40481000,35.63
1915,Georgia,Europe & Central Asia,,,
1915,Germany,Europe & Central Asia,4549.24,66230000,40.52
1915,Greece,Europe & Central Asia,2516.63,5502000,
1915,Hungary,Europe & Central Asia,,,
1915,Iceland,Europe & Central Asia,2789.84,,53.66
1915,Ireland,Europe & Central Asia,3838.93,3043943,
1915,Italy,Europe & Central Asia,3155.61,37982000,42.34
1915,Kazakhstan,Europe & Central Asia,,,
1915,Latvia,Europe & Central Asia,,,
1915,Lithuania,Europe & Central Asia,,,
1915,Luxembourg,Europe & Central Asia,,,51.47
1915,"Macedonia, FYR",Europe & Central Asia,,,
1915,Malta,Europe & Central Asia,,,
1915,Moldova,Europe & Central Asia,,,
1915,Montenegro,Europe & Central Asia,,,
1915,Netherlands,Europe & Central Asia,4098.55,6395000,57.22
1915,Norway,Europe & Central Asia,3737,2498000,58.17
1915,Poland,Europe & Central Asia,2848.47,,
1915,Portugal,Europe & Central Asia,1742.99,5988000,
1915,Romania,Europe & Central Asia,,,
1915,Serbia,Europe & Central Asia,,,
1915,Slovak Republic,Europe & Central Asia,,,
1915,Slovenia,Europe & Central Asia,,,
1915,Spain,Europe & Central Asia,3046.46,20535000,43.05
1915,Sweden,Europe & Central Asia,4185,5696000,57.2
1915,Switzerland,Europe & Central Asia,6563.87,3883000,55.95
1915,Tajikistan,Europe & Central Asia,,,
1915,Turkey,Europe & Central Asia,1517.42,,
1915,Turkmenistan,Europe & Central Asia,,,
1915,Ukraine,Europe & Central Asia,,,
1915,United Kingdom,Europe & Central Asia,7442.73,43296057,48.2
1915,Uzbekistan,Europe & Central Asia,,,
1915,Australia,East Asia & Pacific,6627.25,4971000,
1915,Brunei,East Asia & Pacific,,,
1915,Cambodia,East Asia & Pacific,,,
1915,China,East Asia & Pacific,834.5,446829000,
1915,Fiji,East Asia & Pacific,,,
1915,French Polynesia,East Asia & Pacific,,,
1915,"Hong Kong, China",East Asia & Pacific,,528000,
1915,Indonesia,East Asia & Pacific,717.23,51108000,
1915,Japan,East Asia & Pacific,2045.23,53124000,40.9
1915,"Korea, Dem. Rep.",East Asia & Pacific,1042,,
1915,"Korea, Rep.",East Asia & Pacific,889,10911000,
1915,"Macao, China",East Asia & Pacific,,,
1915,Malaysia,East Asia & Pacific,1166.82,3207000,
1915,"Micronesia, Fed. Sts.",East Asia & Pacific,,,
1915,Mongolia,East Asia & Pacific,,,
1915,Myanmar,East Asia & Pacific,873.85,12541000,
1915,New Caledonia,East Asia & Pacific,,,
1915,New Zealand,East Asia & Pacific,7005.58,1152000,
1915,Papua New Guinea,East Asia & Pacific,,,
1915,Philippines,East Asia & Pacific,939.39,9749000,
1915,Samoa,East Asia & Pacific,,,
1915,Singapore,East Asia & Pacific,2184.41,341000,
1915,Solomon Islands,East Asia & Pacific,,,
1915,Taiwan,East Asia & Pacific,1176,3562000,28.5
1915,Thailand,East Asia & Pacific,,8957000,
1915,Timor-Leste,East Asia & Pacific,,,
1915,Tokelau,East Asia & Pacific,,,
1915,Tonga,East Asia & Pacific,,,
1915,Vietnam,East Asia & Pacific,,,
1915,Vanuatu,East Asia & Pacific,,,
1916,Angola,Sub-Saharan Africa,,,
1916,Benin,Sub-Saharan Africa,,,
1916,Botswana,Sub-Saharan Africa,,,
