year,country,region,income,population,lifeExpectancy
1961,Croatia,Europe & Central Asia,5430.38,4055443,66.57
1961,Cyprus,Europe & Central Asia,,578700,68.87
1961,Denmark,Europe & Central Asia,12242.19,4609817,72.47
1961,Estonia,Europe & Central Asia,,1224467,69.66
1961,Finland,Europe & Central Asia,9150.5,4461004,69.04
1961,France,Europe & Central Asia,10686.66,46189000,70.98
1961,Georgia,Europe & Central Asia,,4211113,64.02
1961,Germany,Europe & Central Asia,12478.83,73123148,70.01
1961,Greece,Europe & Central Asia,5473.18,8398050,69.05
1961,Hungary,Europe & Central Asia,7272.79,10029000,69.02
1961,Iceland,Europe & Central Asia,9724.49,178905,73.47
1961,Ireland,Europe & Central Asia,6449,2818300,69.69
1961,Italy,Europe & Central Asia,7820.21,50523200,69.85
1961,Kazakhstan,Europe & Central Asia,,10466809,58.71
1961,Latvia,Europe & Central Asia,,2145744,70.54
1961,Lithuania,Europe & Central Asia,,2810271,70.47
1961,Luxembourg,Europe & Central Asia,17621.05,316845,69.57
1961,"Macedonia, FYR",Europe & Central Asia,3318.1,1381753,61.34
1961,Malta,Europe & Central Asia,2326.46,328854,68.77
1961,Moldova,Europe & Central Asia,,3068962,61.79
1961,Montenegro,Europe & Central Asia,4609.27,468013,63
1961,Netherlands,Europe & Central Asia,10822.2,11638713,73.56
1961,Norway,Europe & Central Asia,12127,3609800,73.59
1961,Poland,Europe & Central Asia,5475.68,29978949,67.98
1961,Portugal,Europe & Central Asia,4428.04,9031200,62.87
1961,Romania,Europe & Central Asia,4602.36,18566932,66.13
1961,Serbia,Europe & Central Asia,6235.08,7542114,63.77
1961,Slovak Republic,Europe & Central Asia,7424.43,4191642,70.79
1961,Slovenia,Europe & Central Asia,7338.11,1571851,68.89
1961,Spain,Europe & Central Asia,5149.13,30903894,69.66
1961,Sweden,Europe & Central Asia,12476,7519998,73.5
1961,Switzerland,Europe & Central Asia,20041.22,5512000,71.76
1961,Tajikistan,Europe & Central Asia,,2163433,56.64
1961,Turkey,Europe & Central Asia,2625.62,29029976,51.02
1961,Turkmenistan,Europe & Central Asia,,1644416,54.89
1961,Ukraine,Europe & Central Asia,,43195765,71.34
1961,United Kingdom,Europe & Central Asia,12464.91,52807000,70.85
1961,Uzbekistan,Europe & Central Asia,,8867714,59.35
1961,Australia,East Asia & Pacific,11711.5,10598814,71.16
1961,Brunei,East Asia & Pacific,,87067,62.45
1961,Cambodia,East Asia & Pacific,472.2,5919487,42.9
1961,China,East Asia & Pacific,486.83,660330000,34.1
1961,Fiji,East Asia & Pacific,2037.5,407359,55.92
1961,French Polynesia,East Asia & Pacific,,82600,56.59
1961,"Hong Kong, China",East Asia & Pacific,4167.37,3168100,66.88
1961,Indonesia,East Asia & Pacific,859.77,97085000,41.69
1961,Japan,East Asia & Pacific,6094.42,94943293,68.45
1961,"Korea, Dem. Rep.",East Asia & Pacific,1229,10651332,55.94
1961,"Korea, Rep.",East Asia & Pacific,1163,25613842,54.54
1961,"Macao, China",East Asia & Pacific,,189831,59.79
1961,Malaysia,East Asia & Pacific,1981.4,8663401,54.65
1961,"Micronesia, Fed. Sts.",East Asia & Pacific,,43081,57.98
1961,Mongolia,East Asia & Pacific,1026.27,981849,47.36
1961,Myanmar,East Asia & Pacific,640.73,23228868,44.35
1961,New Caledonia,East Asia & Pacific,,81774,56.48
1961,New Zealand,East Asia & Pacific,13195.1,2432450,70.98
1961,Papua New Guinea,East Asia & Pacific,1168.28,1791048,38.94
1961,Philippines,East Asia & Pacific,1623.38,29410457,53.87
1961,Samoa,East Asia & Pacific,,113621,50.29
1961,Singapore,East Asia & Pacific,3782.96,1702400,65.06
1961,Solomon Islands,East Asia & Pacific,,129642,49.68
1961,Taiwan,East Asia & Pacific,2048,11563348,64.9
1961,Thailand,East Asia & Pacific,958.99,28376096,54.93
1961,Timor-Leste,East Asia & Pacific,,517732,34.24
1961,Tokelau,East Asia & Pacific,,,
1961,Tonga,East Asia & Pacific,,65683,61.8
1961,Vietnam,East Asia & Pacific,708.2,32701357,44.62
1961,Vanuatu,East Asia & Pacific,,67691,47.1
1962,Angola,Sub-Saharan Africa,4269.28,4826015,33.8
1962,Benin,Sub-Saharan Africa,949.5,2151895,41.64
1962,Botswana,Sub-Saharan Africa,983.65,512764,51.33
1962,Burkina Faso,Sub-Saharan Africa,722.51,4919632,38.25
1962,Burundi,Sub-Saharan Africa,355.2,2961915,41.93
1962,Cameroon,Sub-Saharan Africa,1399.61,5793633,42.42
1962,Cape Verde,Sub-Saharan Africa,695.81,209878,52.83
1962,Chad,Sub-Saharan Africa,1389.82,3150417,41.53
1962,Comoros,Sub-Saharan Africa,1406.65,191689,44.24
1962,"Congo, Dem. Rep.",Sub-Saharan Africa,896.31,17486434,41.76
1962,"Congo, Rep.",Sub-Saharan Africa,2464.78,1047924,49.54
1962,Cote d'Ivoire,Sub-Saharan Africa,1728.87,3832408,41.69
1962,Equatorial Guinea,Sub-Saharan Africa,582.84,249220,37.33
1962,Eritrea,Sub-Saharan Africa,381,1666618,39.95
1962,Ethiopia,Sub-Saharan Africa,419.46,25145372,39.7
1962,Gabon,Sub-Saharan Africa,6631.46,455661,40.39
1962,Ghana,Sub-Saharan Africa,1190.04,7355248,46.35
1962,Guinea,Sub-Saharan Africa,686.37,3140003,36.91
1962,Guinea-Bissau,Sub-Saharan Africa,597.24,627820,35.06
1962,Kenya,Sub-Saharan Africa,896.97,8678557,47.6
1962,Lesotho,Sub-Saharan Africa,411.8,893143,47.48
1962,Liberia,Sub-Saharan Africa,634.2,1112796,41.1
1962,Madagascar,Sub-Saharan Africa,1643.39,5703324,40.65
1962,Malawi,Sub-Saharan Africa,427.9,3628608,38.24
1962,Mali,Sub-Saharan Africa,496.17,4690372,36.41
1962,Mauritania,Sub-Saharan Africa,1055.9,1146757,45.12
1962,Mauritius,Sub-Saharan Africa,2529.07,701016,60.29
1962,Mayotte,Sub-Saharan Africa,,29065,57
1962,Mozambique,Sub-Saharan Africa,556.69,7788944,35.93
1962,Namibia,Sub-Saharan Africa,3173.22,621392,48.11
1962,Niger,Sub-Saharan Africa,997.77,4076008,37.64
1962,Nigeria,Sub-Saharan Africa,1150.93,41871351,38.39
1962,Reunion,Sub-Saharan Africa,3173.72,358900,57.36
1962,Rwanda,Sub-Saharan Africa,597.47,3051242,42.87
1962,Sao Tome and Principe,Sub-Saharan Africa,1071.55,65345,51.59
1962,Senegal,Sub-Saharan Africa,1654.99,3430243,40.7
1962,Sierra Leone,Sub-Saharan Africa,1116.64,2467895,33.71
1962,Somalia,Sub-Saharan Africa,1369.49,3080153,36.78
1962,South Africa,Sub-Saharan Africa,5768.73,18356657,49.82
1962,Sudan,Sub-Saharan Africa,1959.59,11183227,43.56
1962,Swaziland,Sub-Saharan Africa,1856.18,370006,44.84
1962,Tanzania,Sub-Saharan Africa,722,10863958,44.16
1962,Togo,Sub-Saharan Africa,1067.53,1528098,45.57
1962,Uganda,Sub-Saharan Africa,767.27,7688797,45.07
1962,Zambia,Sub-Saharan Africa,1452.73,3421000,45.84
1962,Zimbabwe,Sub-Saharan Africa,527.27,4277736,52.23
1962,Afghanistan,South Asia,853.1,10267083,31.82
1962,Bangladesh,South Asia,686,56839289,41.01
1962,Bhutan,South Asia,,898475,37.58
1962,India,South Asia,699,454000000,43.71
1962,Maldives,South Asia,,92744,44.84
1962,Nepal,South Asia,652.4,10332057,39.16
1962,Pakistan,South Asia,803,53100671,50.34
1962,Sri Lanka,South Asia,1074.47,10421936,58.24
1962,Algeria,Middle East & North Africa,2550.82,11000948,48.04
1962,Bahrain,Middle East & North Africa,12753.28,171863,56.58
1962,Djibouti,Middle East & North Africa,3020.99,89898,39.47
1962,Iraq,Middle East & North Africa,7902.87,7240260,51.99
1962,Israel,Middle East & North Africa,7105.63,2310904,69.3
1962,Jordan,Middle East & North Africa,2348.01,933559,47.84
1962,Kuwait,Middle East & North Africa,95458.11,358266,60.29
1962,Lebanon,Middle East & North Africa,5714.56,1886848,61.89
1962,Libya,Middle East & North Africa,6757.03,1441863,47.55
1962,Morocco,Middle East & North Africa,1566.35,13056604,47.67
1962,Oman,Middle East & North Africa,2924.64,628164,42.79
1962,Qatar,Middle East & North Africa,,52968,54.42
1962,Saudi Arabia,Middle East & North Africa,11626.42,4943029,45.61
1962,Tunisia,Middle East & North Africa,1660.3,4286552,49.3
1962,United Arab Emirates,Middle East & North Africa,,115827,54.56
1962,West Bank and Gaza,Middle East & North Africa,2198.96,1133134,47.85
1962,"Yemen, Rep.",Middle East & North Africa,825.62,6120081,35.04
1962,Argentina,America,7133.17,21283783,65.44
1962,Aruba,America,,57681,66.47
1962,Barbados,America,6204.49,228747,65.64
1962,Belize,America,1916.32,97594,62.43
1962,Bolivia,America,2180.97,3593918,43.29
1962,Brazil,America,3336.59,76039390,55.43
1962,Canada,America,13462.49,18985849,71.3
1962,Chile,America,4519.09,7961258,57.83
1962,Colombia,America,2492.35,17009885,57.74
1962,Costa Rica,America,3460.94,1345187,62.74
1962,Cuba,America,5180.76,7254373,65.13
1962,Ecuador,America,4086.11,4681707,54.35
1962,El Salvador,America,3776.8,2747687,52.72
1962,French Guiana,America,,34424,59.14
1962,Grenada,America,,91449,63.56
1962,Guadeloupe,America,,282625,64.39
1962,Guatemala,America,2750.36,4208858,46.69
1962,Guyana,America,2202.78,597896,57.1
1962,Haiti,America,1796.59,3880130,43.33
1962,Honduras,America,2291.16,2090162,47.64
1962,Jamaica,America,5246.11,1665128,65.38
1962,Martinique,America,,295486,63.89
1962,Mexico,America,4581.61,41121485,58.18
1962,Netherlands Antilles,America,,133959,66.46
1962,Nicaragua,America,3634.36,1590597,48.29
1962,Panama,America,3536.54,1215725,61.8
1962,Paraguay,America,2148.03,2009813,64.22
1962,Peru,America,4957.04,10516500,48.76
1962,Puerto Rico,America,5108.34,2448046,69.7
1962,Suriname,America,,305124,60.41
1962,Trinidad and Tobago,America,4997.52,887498,64.55
1962,United States,America,18978.45,186538000,70.21
1962,Uruguay,America,5603.36,2598466,68.29
1962,Albania,Europe & Central Asia,2312.89,1728137,64.16
1962,Armenia,Europe & Central Asia,,2006853,66.86
1962,Austria,Europe & Central Asia,10750.72,7129864,69.54
1962,Azerbaijan,Europe & Central Asia,,4157301,61.84
1962,Belarus,Europe & Central Asia,,8365073,71.29
1962,Belgium,Europe & Central Asia,10991.21,9218400,70.25
1962,Bosnia and Herzegovina,Europe & Central Asia,1709.68,3349000,61.65
1962,Bulgaria,Europe & Central Asia,4254.34,8012946,69.51
1962,Croatia,Europe & Central Asia,5477.89,4076557,66.96
1962,Cyprus,Europe & Central Asia,,576000,69.09
1962,Denmark,Europe & Central Asia,12831.71,4646899,72.35
1962,Estonia,Europe & Central Asia,,1238786,69.84
1962,Finland,Europe & Central Asia,9371.84,4491443,68.75
1962,France,Europe & Central Asia,11191.29,47124000,70.51
1962,Georgia,Europe & Central Asia,,4278649,64.44
1962,Germany,Europe & Central Asia,12902.46,73739117,70.21
1962,Greece,Europe & Central Asia,5653.18,8448233,69.37
1962,Hungary,Europe & Central Asia,7550.36,10063000,67.96
1962,Iceland,Europe & Central Asia,10350.16,182053,73.68
1962,Ireland,Europe & Central Asia,6631.6,2830000,69.99
1962,Italy,Europe & Central Asia,8243.58,50843200,69.24
1962,Kazakhstan,Europe & Central Asia,,10945885,59.15
1962,Latvia,Europe & Central Asia,,2172829,69.88
1962,Lithuania,Europe & Central Asia,,2850220,69.4
1962,Luxembourg,Europe & Central Asia,17713.7,320750,68.67
1962,"Macedonia, FYR",Europe & Central Asia,3347.13,1401167,61.95
1962,Malta,Europe & Central Asia,2250.88,329011,68.88
1962,Moldova,Europe & Central Asia,,3136438,62.18
1962,Montenegro,Europe & Central Asia,4649.59,474528,63.52
1962,Netherlands,Europe & Central Asia,11167.47,11805689,73.23
1962,Norway,Europe & Central Asia,12393,3638919,73.47
1962,Poland,Europe & Central Asia,5338.75,30329617,67.64
1962,Portugal,Europe & Central Asia,4727.95,9019800,64.39
1962,Romania,Europe & Central Asia,4735,18680721,66.46
1962,Serbia,Europe & Central Asia,6289.63,7616060,64.31
1962,Slovak Republic,Europe & Central Asia,7481.11,4237384,70.33
1962,Slovenia,Europe & Central Asia,7402.3,1582962,69.05
1962,Spain,Europe & Central Asia,5693.84,31158061,69.69
1962,Sweden,Europe & Central Asia,13138,7561588,73.37
1962,Switzerland,Europe & Central Asia,20431.09,5666000,71.32
1962,Tajikistan,Europe & Central Asia,,2253472,57.06
1962,Turkey,Europe & Central Asia,2705.56,29788695,51.7
1962,Turkmenistan,Europe & Central Asia,,1704534,55.31
1962,Ukraine,Europe & Central Asia,,43697245,70.76
1962,United Kingdom,Europe & Central Asia,12477.18,53292000,70.92
1962,Uzbekistan,Europe & Central Asia,,9209650,59.78
1962,Australia,East Asia & Pacific,12217.23,10794968,70.93
1962,Brunei,East Asia & Pacific,,90822,62.76
1962,Cambodia,East Asia & Pacific,496.91,6083619,43.43
1962,China,East Asia & Pacific,484.67,665770000,44.5
1962,Fiji,East Asia & Pacific,2039.39,421869,56.31
1962,French Polynesia,East Asia & Pacific,,83471,56.97
1962,"Hong Kong, China",East Asia & Pacific,4692.65,3305200,67.42
1962,Indonesia,East Asia & Pacific,849.29,99028000,42.27
1962,Japan,East Asia & Pacific,6576.65,95831757,68.73
1962,"Korea, Dem. Rep.",East Asia & Pacific,1234,10917494,56.46
1962,"Korea, Rep.",East Asia & Pacific,1169,26420307,54.99
1962,"Macao, China",East Asia & Pacific,,198464,60.65
1962,Malaysia,East Asia & Pacific,2036.88,8906385,55.37
1962,"Micronesia, Fed. Sts.",East Asia & Pacific,,44427,58.38
1962,Mongolia,East Asia & Pacific,1056.35,1010280,47.97
1962,Myanmar,East Asia & Pacific,684.61,23634436,45.03
1962,New Caledonia,East Asia & Pacific,,84518,57.45
1962,New Zealand,East Asia & Pacific,13175.68,2488550,71.24
1962,Papua New Guinea,East Asia & Pacific,1220,1837378,39.44
1962,Philippines,East Asia & Pacific,1649.55,30325264,54.45
1962,Samoa,East Asia & Pacific,,117081,50.8
1962,Singapore,East Asia & Pacific,3674.74,1750200,65.56
1962,Solomon Islands,East Asia & Pacific,,133007,50.18
1962,Taiwan,East Asia & Pacific,2137,11918938,65.2
1962,Thailand,East Asia & Pacific,1002.2,29263397,55.39
1962,Timor-Leste,East Asia & Pacific,,526603,34.74
1962,Tokelau,East Asia & Pacific,,,
1962,Tonga,East Asia & Pacific,,67709,62.16
1962,Vietnam,East Asia & Pacific,772.05,33796140,45.12
1962,Vanuatu,East Asia & Pacific,,69333,47.7
1963,Angola,Sub-Saharan Africa,4413.6,4919586,34.2
1963,Benin,Sub-Saharan Africa,970.34,2202775,42.1
1963,Botswana,Sub-Saharan Africa,999.69,521237,51.68
1963,Burkina Faso,Sub-Saharan Africa,708.58,4952695,38.73
1963,Burundi,Sub-Saharan Africa,364.13,3008458,42.25
1963,Cameroon,Sub-Saharan Africa,1427.16,5892378,42.86
1963,Cape Verde,Sub-Saharan Africa,712.76,216919,53.28
1963,Chad,Sub-Saharan Africa,1345.06,3207638,41.9
1963,Comoros,Sub-Saharan Africa,1666.01,196348,44.64
1963,"Congo, Dem. Rep.",Sub-Saharan Africa,915,18027167,41.99
1963,"Congo, Rep.",Sub-Saharan Africa,2489.39,1072198,50.17
1963,Cote d'Ivoire,Sub-Saharan Africa,1935.62,3985277,42.16
1963,Equatorial Guinea,Sub-Saharan Africa,661.42,250419,37.63
1963,Eritrea,Sub-Saharan Africa,422.94,1693045,40.37
1963,Ethiopia,Sub-Saharan Africa,465.63,25659679,40.28
1963,Gabon,Sub-Saharan Africa,6988.93,461357,40.94
1963,Ghana,Sub-Saharan Africa,1197.51,7563839,46.6
1963,Guinea,Sub-Saharan Africa,637.63,3198659,37.17
1963,Guinea-Bissau,Sub-Saharan Africa,608.93,633939,35.33
1963,Kenya,Sub-Saharan Africa,912.86,8957178,48.21
1963,Lesotho,Sub-Saharan Africa,446.09,912006,47.81
1963,Liberia,Sub-Saharan Africa,631.84,1143525,41.53
1963,Madagascar,Sub-Saharan Africa,1594.74,5821158,41.05
1963,Malawi,Sub-Saharan Africa,409.48,3726394,38.45
1963,Mali,Sub-Saharan Africa,518.77,4788073,36.51
1963,Mauritania,Sub-Saharan Africa,978,1162199,45.44
1963,Mauritius,Sub-Saharan Africa,2824.71,715140,60.53
1963,Mayotte,Sub-Saharan Africa,,29849,57.53
1963,Mozambique,Sub-Saharan Africa,525.45,7957010,36.35
1963,Namibia,Sub-Saharan Africa,3402.72,637428,48.7
1963,Niger,Sub-Saharan Africa,1073.59,4162926,37.68
1963,Nigeria,Sub-Saharan Africa,1228.98,42891491,38.63
1963,Reunion,Sub-Saharan Africa,3307.58,371000,57.89
1963,Rwanda,Sub-Saharan Africa,525.43,3129004,43.14
1963,Sao Tome and Principe,Sub-Saharan Africa,1136.31,66361,52.15
1963,Senegal,Sub-Saharan Africa,1677,3516025,40.89
1963,Sierra Leone,Sub-Saharan Africa,1118.69,2505118,33.91
1963,Somalia,Sub-Saharan Africa,1393.03,3145420,37.18
1963,South Africa,Sub-Saharan Africa,6045.12,18856708,50.19
1963,Sudan,Sub-Saharan Africa,1852.46,11492735,43.87
1963,Swaziland,Sub-Saharan Africa,1913.56,379526,45.13
1963,Tanzania,Sub-Saharan Africa,745.36,11185238,44.42
1963,Togo,Sub-Saharan Africa,1092.43,1566469,45.98
1963,Uganda,Sub-Saharan Africa,830.8,7913960,45.62
1963,Zambia,Sub-Saharan Africa,1447.58,3508000,46.19
1963,Zimbabwe,Sub-Saharan Africa,506.09,4412423,52.58
1963,Afghanistan,South Asia,849.44,10500711,32.2
1963,Bangladesh,South Asia,741,58226108,41.44
1963,Bhutan,South Asia,,914885,37.86
1963,India,South Asia,717,464000000,44.35
1963,Maldives,South Asia,,94527,45.47
1963,Nepal,South Asia,657.22,10500330,39.53
1963,Pakistan,South Asia,831,54524471,50.85
1963,Sri Lanka,South Asia,1069.52,10686957,58.64
1963,Algeria,Middle East & North Africa,3146.58,11272878,48.62
1963,Bahrain,Middle East & North Africa,13030.13,179108,57.19
1963,Djibouti,Middle East & North Africa,3047.41,96376,39.94
1963,Iraq,Middle East & North Africa,7565.25,7468223,52.87
1963,Israel,Middle East & North Africa,7546.03,2406662,69.58
1963,Jordan,Middle East & North Africa,2374.59,974549,48.41
1963,Kuwait,Middle East & North Africa,91444.07,394128,60.97
1963,Lebanon,Middle East & North Africa,5622.87,1940191,62.31
1963,Libya,Middle East & North Africa,8862.05,1498607,48.04
1963,Morocco,Middle East & North Africa,1581.36,13385360,48.16
1963,Oman,Middle East & North Africa,2975.73,644990,43.46
1963,Qatar,Middle East & North Africa,,58146,55.24
1963,Saudi Arabia,Middle East & North Africa,12332.87,5065249,46.32
1963,Tunisia,Middle East & North Africa,1872.91,4374477,49.77
1963,United Arab Emirates,Middle East & North Africa,,123751,55.38
1963,West Bank and Gaza,Middle East & North Africa,2282.6,1156474,48.41
1963,"Yemen, Rep.",Middle East & North Africa,832.92,6248206,35.31
1963,Argentina,America,6852.54,21616403,65.52
1963,Aruba,America,,58541,66.81
1963,Barbados,America,5863.17,230738,66.1
1963,Belize,America,1941.29,100712,62.93
1963,Bolivia,America,2268.27,3677637,43.61
1963,Brazil,America,3260.25,78316598,55.86
1963,Canada,America,13882.56,19342841,71.31
1963,Chile,America,4695.23,8147349,58.28
1963,Colombia,America,2493.77,17546017,58.2
1963,Costa Rica,America,3627.39,1393441,63.29
1963,Cuba,America,5143.38,7414884,65.76
1963,Ecuador,America,4068.08,4822279,54.9
1963,El Salvador,America,3817.2,2836090,53.37
1963,French Guiana,America,,35973,60.03
1963,Grenada,America,,92076,63.66
1963,Guadeloupe,America,,289527,64.75
1963,Guatemala,America,2928.41,4329980,47.28
1963,Guyana,America,1884.75,612069,57.56
1963,Haiti,America,1644.38,3964060,43.9
1963,Honduras,America,2293.2,2165930,48.29
1963,Jamaica,America,5312.99,1697847,65.85
1963,Martinique,America,,301371,64.47
1963,Mexico,America,4803.87,42434264,58.64
1963,Netherlands Antilles,America,,141865,66.8
1963,Nicaragua,America,3902.48,1642083,48.95
1963,Panama,America,3760.37,1251278,62.27
1963,Paraguay,America,2150.97,2061907,64.41
1963,Peru,America,5038.46,10825800,49.26
1963,Puerto Rico,America,5529.93,2496601,69.89
1963,Suriname,America,,316001,60.78
1963,Trinidad and Tobago,America,5154.49,904380,64.92
1963,United States,America,19461.1,189242000,70.04
1963,Uruguay,America,5558.9,2632111,68.44
1963,Albania,Europe & Central Asia,2391.78,1779715,64.89
1963,Armenia,Europe & Central Asia,,2065618,67.3
1963,Austria,Europe & Central Asia,11116.7,7175811,69.67
1963,Azerbaijan,Europe & Central Asia,,4283470,62.25
1963,Belarus,Europe & Central Asia,,8438881,71.95
1963,Belgium,Europe & Central Asia,11396.13,9283100,70.06
1963,Bosnia and Herzegovina,Europe & Central Asia,1869.42,3399000,62.26
1963,Bulgaria,Europe & Central Asia,4412.81,8078145,70.34
1963,Croatia,Europe & Central Asia,5989.69,4098506,67.31
1963,Cyprus,Europe & Central Asia,,582300,69.31
1963,Denmark,Europe & Central Asia,12828.01,4683579,72.44
1963,Estonia,Europe & Central Asia,,1254604,69.9
1963,Finland,Europe & Central Asia,9612.4,4523309,69.16
1963,France,Europe & Central Asia,11579.29,47808000,70.36
1963,Georgia,Europe & Central Asia,,4344220,64.85
1963,Germany,Europe & Central Asia,13158.88,74340260,70.38
1963,Greece,Europe & Central Asia,6213.79,8479625,69.68
1963,Hungary,Europe & Central Asia,7942.53,10091000,68.98
1963,Iceland,Europe & Central Asia,11221.63,185481,72.98
1963,Ireland,Europe & Central Asia,6896.75,2850000,70.24
1963,Italy,Europe & Central Asia,8636.91,51198300,69.35
1963,Kazakhstan,Europe & Central Asia,,11311646,59.59
1963,Latvia,Europe & Central Asia,,2199396,70.29
1963,Lithuania,Europe & Central Asia,,2886180,70.58
1963,Luxembourg,Europe & Central Asia,17788.6,324100,68.89
1963,"Macedonia, FYR",Europe & Central Asia,3659.85,1422470,62.55
1963,Malta,Europe & Central Asia,2255.34,328116,68.96
1963,Moldova,Europe & Central Asia,,3204914,62.57
1963,Montenegro,Europe & Central Asia,5084.01,480046,64.1
1963,Netherlands,Europe & Central Asia,11420.64,11965966,73.35
1963,Norway,Europe & Central Asia,12794,3666540,73.11
1963,Poland,Europe & Central Asia,5597.46,30662122,68.57
1963,Portugal,Europe & Central Asia,4974.5,9081600,65.02
1963,Romania,Europe & Central Asia,5040.1,18813131,66.67
1963,Serbia,Europe & Central Asia,6877.27,7689816,64.83
1963,Slovak Republic,Europe & Central Asia,7292.14,4281858,70.71
1963,Slovenia,Europe & Central Asia,8093.9,1595028,69.15
1963,Spain,Europe & Central Asia,6221.1,31429834,69.85
1963,Sweden,Europe & Central Asia,13733,7604328,73.56
1963,Switzerland,Europe & Central Asia,20977.27,5789000,71.31
1963,Tajikistan,Europe & Central Asia,,2339558,57.48
1963,Turkey,Europe & Central Asia,2880.23,30509221,52.3
1963,Turkmenistan,Europe & Central Asia,,1765175,55.74
1963,Ukraine,Europe & Central Asia,,44255938,71.39
1963,United Kingdom,Europe & Central Asia,12876.6,53625000,70.83
1963,Uzbekistan,Europe & Central Asia,,9546588,60.21
1963,Australia,East Asia & Pacific,12722.22,11001483,70.99
1963,Brunei,East Asia & Pacific,,94351,63.08
1963,Cambodia,East Asia & Pacific,519.81,6253991,43.99
1963,China,East Asia & Pacific,519.76,682335000,51.9
1963,Fiji,East Asia & Pacific,2096.9,436455,56.72
1963,French Polynesia,East Asia & Pacific,,87046,57.35
1963,"Hong Kong, China",East Asia & Pacific,5246.03,3420900,67.93
1963,Indonesia,East Asia & Pacific,798.21,101009000,42.88
1963,Japan,East Asia & Pacific,7061.48,96811940,69.81
1963,"Korea, Dem. Rep.",East Asia & Pacific,1313,11209506,56.99
1963,"Korea, Rep.",East Asia & Pacific,1243,27211316,55.42
1963,"Macao, China",East Asia & Pacific,,206989,61.53
1963,Malaysia,East Asia & Pacific,2077.26,9148451,56.1
1963,"Micronesia, Fed. Sts.",East Asia & Pacific,,45815,58.78
1963,Mongolia,East Asia & Pacific,1089.39,1031200,48.58
1963,Myanmar,East Asia & Pacific,691.68,24053395,45.74
1963,New Caledonia,East Asia & Pacific,,86978,58.29
1963,New Zealand,East Asia & Pacific,13719.26,2541350,71.31
1963,Papua New Guinea,East Asia & Pacific,1245.62,1885929,39.94
1963,Philippines,East Asia & Pacific,1712.47,31273198,54.95
1963,Samoa,East Asia & Pacific,,120526,51.31
1963,Singapore,East Asia & Pacific,3907.52,1795000,66.05
1963,Solomon Islands,East Asia & Pacific,,136459,50.68
1963,Taiwan,East Asia & Pacific,2265,12276610,66
1963,Thailand,East Asia & Pacific,1050.68,30173764,55.86
1963,Timor-Leste,East Asia & Pacific,,535474,35.24
1963,Tokelau,East Asia & Pacific,,,
1963,Tonga,East Asia & Pacific,,69797,62.52
1963,Vietnam,East Asia & Pacific,769.51,34932464,45.61
1963,Vanuatu,East Asia & Pacific,,71015,48.3
1964,Angola,Sub-Saharan Africa,4826.49,5026044,34.6
1964,Benin,Sub-Saharan Africa,1012.25,2255760,42.55
1964,Botswana,Sub-Saharan Africa,1018.75,529966,52.02
1964,Burkina Faso,Sub-Saharan Africa,719.57,4989961,39.2
1964,Burundi,Sub-Saharan Africa,376.1,3088827,42.57
1964,Cameroon,Sub-Saharan Africa,1452.69,5995682,43.3
1964,Cape Verde,Sub-Saharan Africa,727.65,224264,53.75
1964,Chad,Sub-Saharan Africa,1285.51,3271357,42.27
1964,Comoros,Sub-Saharan Africa,1750.41,201208,45.04
1964,"Congo, Dem. Rep.",Sub-Saharan Africa,872.83,18432651,42.21
1964,"Congo, Rep.",Sub-Saharan Africa,2513.69,1097474,50.79
1964,Cote d'Ivoire,Sub-Saharan Africa,2192.29,4148402,42.64
1964,Equatorial Guinea,Sub-Saharan Africa,752.29,251623,37.93
1964,Eritrea,Sub-Saharan Africa,434.87,1718392,40.78
1964,Ethiopia,Sub-Saharan Africa,478.77,26192357,40.8
1964,Gabon,Sub-Saharan Africa,7256.21,467592,41.6
1964,Ghana,Sub-Saharan Africa,1189.01,7781813,46.86
1964,Guinea,Sub-Saharan Africa,666.64,3259080,37.45
1964,Guinea-Bissau,Sub-Saharan Africa,659.09,610284,35.6
1964,Kenya,Sub-Saharan Africa,970.14,9247518,48.8
1964,Lesotho,Sub-Saharan Africa,472.32,931826,48.06
1964,Liberia,Sub-Saharan Africa,645.9,1175491,41.95
1964,Madagascar,Sub-Saharan Africa,1624.24,5943744,41.45
1964,Malawi,Sub-Saharan Africa,390.22,3816197,38.65
1964,Mali,Sub-Saharan Africa,532.17,4889008,36.62
1964,Mauritania,Sub-Saharan Africa,1252.62,1178277,45.75
1964,Mauritius,Sub-Saharan Africa,2555.21,736182,60.75
1964,Mayotte,Sub-Saharan Africa,,30663,58.07
1964,Mozambique,Sub-Saharan Africa,536.63,8127242,36.76
1964,Namibia,Sub-Saharan Africa,3855.43,653950,49.27
1964,Niger,Sub-Saharan Africa,1053.89,4252122,37.74
1964,Nigeria,Sub-Saharan Africa,1251.08,43940734,38.87
1964,Reunion,Sub-Saharan Africa,3469.5,383700,58.43
1964,Rwanda,Sub-Saharan Africa,451.85,3183993,43.4
1964,Sao Tome and Principe,Sub-Saharan Africa,1197.78,67452,52.7
1964,Senegal,Sub-Saharan Africa,1668.63,3636138,41.09
1964,Sierra Leone,Sub-Saharan Africa,1114.89,2543140,34.14
1964,Somalia,Sub-Saharan Africa,1216.29,3212842,37.58
1964,South Africa,Sub-Saharan Africa,6380.02,19370514,50.57
1964,Sudan,Sub-Saharan Africa,1785.07,11800659,44.21
